^GSPC,^DJI,AAPL,T,GE,KO,MCD,JNJ,SBUX,V,NKE,COST
2510.030029296875,23346.240234375,38.105133056640625,15.942036628723145,60.90871810913086,41.41399383544922,160.3802032470703,114.96517181396484,59.440093994140625,129.4836883544922,71.28440856933594,193.1527099609375
2447.889892578125,22686.220703125,34.30958557128906,15.963624954223633,60.984378814697266,41.15806579589844,159.323486328125,113.13833618164062,56.86176300048828,124.81753540039062,70.02350616455078,189.0587615966797
2531.93994140625,23433.16015625,35.774234771728516,16.373777389526367,62.27064514160156,41.97876739501953,162.4024658203125,115.03717041015625,58.74699020385742,130.19480895996094,71.85230255126953,194.54885864257812
2549.68994140625,23531.349609375,35.69461441040039,16.67060089111328,66.12946319580078,41.431644439697266,164.16973876953125,114.2992172241211,58.74699020385742,132.54249572753906,72.88219451904297,195.2657470703125
2574.409912109375,23787.44921875,36.375064849853516,16.88107681274414,64.76752471923828,41.89934158325195,164.51585388183594,116.9540023803711,58.79319381713867,133.26336669921875,73.85436248779297,196.7279052734375
2584.9599609375,23879.119140625,36.992767333984375,16.60265350341797,64.31356048583984,41.096309661865234,164.23350524902344,116.0270767211914,59.03347396850586,134.83177185058594,73.71959686279297,198.00132751464844
2596.639892578125,24001.919921875,37.11101150512695,16.76813316345215,67.64271545410156,41.53754425048828,165.3812713623047,116.7290267944336,59.3199577331543,135.08506774902344,73.55597686767578,198.69940185546875
2596.260009765625,23995.94921875,36.74665069580078,17.027374267578125,67.64271545410156,41.77579879760742,166.12823486328125,116.76502227783203,58.894859313964844,134.4907684326172,73.19022369384766,198.57676696777344
2582.610107421875,23909.83984375,36.194095611572266,16.889480590820312,67.34005737304688,41.60813522338867,165.08065795898438,115.44213104248047,58.56216812133789,133.55563354492188,73.23833465576172,197.15237426757812
2610.300048828125,24065.58984375,36.93486022949219,16.878450393676758,66.05378723144531,41.97876739501953,164.89846801757812,116.41407775878906,59.21830368041992,133.78944396972656,74.96125793457031,199.06729125976562
2616.10009765625,24207.16015625,37.386077880859375,16.85638427734375,67.94536590576172,41.40517044067383,163.37718200683594,115.22615814208984,58.93181228637695,133.78944396972656,74.76875305175781,198.2654571533203
2635.9599609375,24370.099609375,37.60806655883789,16.900508880615234,69.1559829711914,41.528709411621094,164.98045349121094,116.17106628417969,59.40312576293945,133.73095703125,76.16439819335938,199.47293090820312
2670.7099609375,24706.349609375,37.839717864990234,17.077022552490234,68.55066680908203,42.01406478881836,166.31044006347656,117.61095428466797,59.791255950927734,134.91944885253906,77.4349365234375,201.48216247558594
2632.89990234375,24404.48046875,36.990352630615234,16.867416381835938,65.52416229248047,42.11113739013672,168.13232421875,115.91009521484375,60.42890930175781,134.48104858398438,77.72368621826172,200.35960388183594
2638.699951171875,24575.619140625,37.139957427978516,17.038410186767578,66.05378723144531,42.596492767333984,169.51695251464844,115.91009521484375,61.390010833740234,133.46792602539062,77.4830551147461,200.06719970703125
2642.330078125,24553.240234375,36.845577239990234,16.878450393676758,66.43212127685547,42.08465576171875,170.6829376220703,114.31723022460938,59.82822799682617,134.14013671875,77.42530822753906,198.3881072998047
2664.760009765625,24737.19921875,38.066524505615234,16.911542892456055,69.30732727050781,41.802276611328125,167.6130828857422,115.39713287353516,61.99992752075195,135.08506774902344,77.58894348144531,197.21839904785156
2643.85009765625,24528.220703125,37.7142448425293,16.917062759399414,67.56704711914062,41.62578582763672,167.2487030029297,116.08109283447266,61.824337005615234,132.47433471679688,77.309814453125,198.82203674316406
2640.0,24579.9609375,37.32334518432617,16.93360710144043,67.34005737304688,41.82875442504883,165.94602966308594,117.2869873046875,61.95372009277344,131.5098876953125,77.21354675292969,198.3881072998047
2681.050048828125,25014.859375,39.873817443847656,16.200000762939453,68.85334014892578,42.23468017578125,165.58164978027344,118.46588134765625,62.97951889038086,134.042724609375,78.23381805419922,199.36920166015625
2704.10009765625,24999.669921875,40.16096496582031,16.580591201782227,76.87360382080078,42.47294235229492,162.8579559326172,119.76176452636719,62.97026824951172,131.51963806152344,78.81134033203125,202.46322631835938
2706.530029296875,25063.890625,40.18027114868164,16.54749870300293,77.1005859375,42.97594451904297,160.98141479492188,120.7696762084961,62.94255828857422,136.52679443359375,78.45521545410156,198.3503875732422
2724.8701171875,25239.369140625,41.32158660888672,16.33237648010254,77.25191497802734,43.4613037109375,161.7375030517578,119.58179473876953,62.452754974365234,137.84188842773438,78.91722106933594,199.2088165283203
2737.699951171875,25411.51953125,42.028564453125,16.343414306640625,80.42976379394531,43.47012710571289,161.75572204589844,119.58179473876953,64.0792236328125,138.84523010253906,79.7546157836914,199.61441040039062
2731.610107421875,25390.30078125,42.043060302734375,16.3048038482666,79.21915435791016,43.47012710571289,160.48953247070312,119.68977355957031,63.958465576171875,137.83212280273438,79.61023712158203,199.60498046875
2706.050048828125,25169.529296875,41.246788024902344,16.24412727355957,76.11697387695312,43.61131286621094,159.669677734375,118.83485412597656,64.22784423828125,136.54623413085938,79.30224609375,197.732177734375
2707.8798828125,25106.330078125,41.29524612426758,16.299287796020508,74.22539520263672,43.68191909790039,159.18687438964844,119.1498031616211,64.79451751708984,136.7508544921875,79.27334594726562,196.5025634765625
2709.800048828125,25053.109375,41.05776596069336,16.387537002563477,75.88998413085938,43.778995513916016,158.7405242919922,118.78983306884766,65.01746368408203,137.1599884033203,80.54389190673828,197.42005920410156
2744.72998046875,25425.759765625,41.41156768798828,16.44269561767578,75.51166534423828,43.823116302490234,158.47634887695312,120.73369598388672,64.79451751708984,138.31922912597656,81.53527069091797,200.4279022216797
2753.030029296875,25543.26953125,41.23951721191406,16.459243774414062,78.4625244140625,43.937835693359375,158.64031982421875,120.99462890625,65.50052642822266,139.78041076660156,82.1994400024414,201.27914428710938
2745.72998046875,25439.390625,41.3897590637207,16.43166160583496,75.96563720703125,40.23149108886719,160.2071075439453,120.86868286132812,65.80707550048828,139.70237731933594,81.50641632080078,202.26284790039062
2775.60009765625,25883.25,41.29767608642578,16.806743621826172,76.34396362304688,39.92263412475586,163.94198608398438,122.73152923583984,65.68633270263672,141.41009521484375,82.18017578125,204.75048828125
2779.760009765625,25891.3203125,41.421268463134766,16.894994735717773,76.64661407470703,39.56081771850586,163.28611755371094,122.11054992675781,65.21253967285156,140.95144653320312,81.40054321289062,206.3111572265625
2784.699951171875,25954.439453125,41.68782424926758,17.01634407043457,76.41963958740234,39.79907989501953,164.41567993164062,122.70451354980469,65.3890380859375,141.23443603515625,81.66040802001953,205.35581970214844
2774.8798828125,25850.630859375,41.4527702331543,17.005313873291016,75.88998413085938,40.469749450683594,166.52903747558594,121.8675765991211,65.6770248413086,140.5220489501953,80.80376434326172,203.5775909423828
2792.669921875,26031.810546875,41.91561508178711,17.18181610107422,76.94925689697266,39.95792770385742,166.8570098876953,122.92951202392578,66.2343978881836,142.346923828125,81.58341979980469,204.5802001953125
2796.110107421875,26091.94921875,42.220951080322266,17.170785903930664,81.86736297607422,39.65788269042969,166.34686279296875,123.3824462890625,66.00215148925781,142.5323028564453,81.97804260253906,205.29905700683594
2793.89990234375,26057.98046875,42.245182037353516,17.220430374145508,83.88301849365234,39.43726348876953,166.89344787597656,123.30091857910156,66.08577728271484,143.48863220214844,82.58444213867188,205.82872009277344
2792.3798828125,25985.16015625,42.37602996826172,17.132177352905273,85.61419677734375,39.65788269042969,167.0300750732422,123.08349609375,65.16612243652344,143.6642608642578,82.94056701660156,206.2449188232422
2784.489990234375,25916.0,41.959232330322266,17.165273666381836,81.75841522216797,40.010868072509766,168.5335235595703,123.7810287475586,65.2682876586914,144.54258728027344,82.51705169677734,206.8975372314453
2803.68994140625,26026.3203125,42.400264739990234,16.999797821044922,80.81414031982422,40.046173095703125,169.64279174804688,125.33013916015625,65.81637573242188,145.85997009277344,84.10931396484375,207.5596923828125
2792.81005859375,25819.650390625,42.6135139465332,16.536468505859375,81.67973327636719,40.28444290161133,165.55413818359375,125.4478759765625,65.90926361083984,144.3864288330078,82.64250946044922,206.58546447753906
2789.64990234375,25806.630859375,42.535972595214844,16.519920349121094,77.82394409179688,40.24030685424805,166.2508544921875,125.71063232421875,66.49452209472656,144.37667846679688,82.44951629638672,207.91908264160156
2771.449951171875,25673.4609375,42.29121398925781,16.44269561767578,71.6861343383789,40.10794448852539,166.87425231933594,126.00048065185547,66.20653533935547,144.24008178710938,82.15036010742188,207.36106872558594
2748.929931640625,25473.23046875,41.80171585083008,16.503374099731445,74.3615951538086,39.95792770385742,165.4899444580078,125.23047637939453,65.59341430664062,143.2837371826172,82.27581787109375,205.05313110351562
2743.070068359375,25450.240234375,41.90107345581055,16.525434494018555,75.46441650390625,39.569637298583984,164.55487060546875,125.06739044189453,64.43222045898438,143.79115295410156,81.83192443847656,215.4860076904297
2783.300048828125,25650.880859375,43.352622985839844,16.66884994506836,77.98514556884766,40.75214767456055,166.00332641601562,125.52032470703125,64.7294692993164,147.03099060058594,82.81620025634766,217.25474548339844
2791.52001953125,25554.66015625,43.83970642089844,16.894994735717773,76.88232421875,40.63741683959961,166.6908721923828,126.08198547363281,65.07320404052734,148.06536865234375,82.43986511230469,220.34771728515625
2810.919921875,25702.890625,44.033573150634766,16.701940536499023,78.9304428100586,40.78744125366211,166.90171813964844,126.29034423828125,65.1196517944336,148.78750610351562,82.92235565185547,223.5825653076172
2808.47998046875,25709.939453125,44.5230712890625,16.701940536499023,81.13607025146484,40.68061828613281,167.5251007080078,125.03116607666016,65.71418762207031,150.47572326660156,83.82945251464844,221.18006896972656
2822.47998046875,25848.869140625,45.102230072021484,16.917062759399414,78.4577865600586,40.324554443359375,169.8994903564453,124.65068817138672,65.64915466308594,151.70529174804688,83.76190948486328,220.9530792236328
2832.93994140625,25914.099609375,45.56266403198242,16.988765716552734,80.34833526611328,40.42247009277344,168.6343536376953,124.2611312866211,65.80707550048828,151.2173614501953,84.74620819091797,223.7812042236328
2832.570068359375,25887.380859375,45.20159149169922,16.92257308959961,80.26956176757812,40.55599594116211,167.8643035888672,125.4116439819336,66.3087158203125,150.85633850097656,84.6207504272461,224.21624755859375
2824.22998046875,25745.669921875,45.596588134765625,16.828805923461914,80.50587463378906,40.529296875,169.56944274902344,124.36984252929688,66.54095458984375,150.03659057617188,83.65575408935547,224.1500701904297
2854.8798828125,25962.509765625,47.27592468261719,17.132177352905273,80.89974975585938,40.51148986816406,170.85287475585938,125.10364532470703,67.12620544433594,152.03707885742188,84.92955017089844,226.5714569091797
2800.7099609375,25502.3203125,46.29691696166992,17.137691497802734,78.61531829833984,40.885353088378906,171.25625610351562,124.0256576538086,66.84750366210938,149.37301635742188,79.31326293945312,224.6986846923828
2798.360107421875,25516.830078125,45.737144470214844,16.972219467163086,77.82759857177734,40.97437286376953,170.25698852539062,123.75383758544922,67.16336059570312,149.33399963378906,79.44837188720703,224.14060974121094
2818.4599609375,25657.73046875,45.26459503173828,17.31420135498047,79.56061553955078,41.51737594604492,171.87046813964844,125.5294418334961,67.7764663696289,151.5491485595703,80.46163177490234,226.12693786621094
2805.3701171875,25625.58984375,45.67170333862305,17.319713592529297,78.4577865600586,41.49067306518555,171.89793395996094,125.64716339111328,67.57209777832031,150.49526977539062,80.1817626953125,226.4485321044922
2815.43994140625,25717.4609375,45.732295989990234,17.104598999023438,77.90638732910156,41.46397018432617,173.62144470214844,125.81023406982422,68.70541381835938,150.93435668945312,81.09849548339844,228.1605224609375
2834.39990234375,25928.6796875,46.03036117553711,17.297649383544922,78.69409942626953,41.713218688964844,174.0889892578125,126.63459777832031,69.05841064453125,152.41766357421875,81.2625503540039,229.03073120117188
2867.18994140625,26258.419921875,46.34295654296875,17.623083114624023,79.56061553955078,41.58859634399414,172.70468139648438,125.90081787109375,68.70541381835938,153.4618377685547,82.24685668945312,230.9697265625
2867.239990234375,26179.130859375,47.01662826538086,17.446578979492188,80.66342163085938,41.4550666809082,172.66802978515625,124.75033569335938,68.9933853149414,153.96925354003906,81.41696166992188,227.47950744628906
2873.39990234375,26218.130859375,47.33893585205078,17.578960418701172,79.56061553955078,41.1078987121582,172.66802978515625,124.2611312866211,69.04913330078125,154.63284301757812,81.51344299316406,229.35231018066406
2879.389892578125,26384.630859375,47.42131805419922,17.639633178710938,79.00919342041016,41.37495040893555,174.0614471435547,122.81175231933594,69.06770324707031,153.8326416015625,82.29511260986328,231.16835021972656
2892.739990234375,26424.990234375,47.73876953125,17.843719482421875,78.8516616821289,41.36604690551758,174.8314971923828,123.36431121826172,69.69940185546875,153.84237670898438,82.41089630126953,232.5587615966797
2895.77001953125,26341.01953125,48.489994049072266,17.865781784057617,74.75545501708984,41.43726348876953,174.04312133789062,123.32807159423828,69.85731506347656,153.93997192382812,81.76435852050781,233.17359924316406
2878.199951171875,26150.580078125,48.34459686279297,17.885635375976562,72.62860107421875,41.54408645629883,174.2539825439453,122.81175231933594,69.78302001953125,153.68624877929688,81.3301010131836,231.65077209472656
